Block,Question ID,Question Text,Type,Required,Critical,Signal,Option 1,Score 1,Option 2,Score 2,Option 3,Score 3,Option 4,Score 4,Option 5,Score 5,Option 6,Score 6,Auto-Flag
Config,company_type,What type of company are you?,dropdown,TRUE,FALSE,Company Type,IT Product Company,-,IT Services / Outsourcing,-,Recruitment Agency / RPO,-,Non-IT Company,-,Mixed / Hybrid,-,,
Config,company_size,Company size (total headcount),dropdown,TRUE,FALSE,Size Tier,1-50 employees,-,51-200 employees,-,201-500 employees,-,501-1000 employees,-,1001-5000 employees,-,5000+ employees,-,
Config,monthly_volume,Average monthly hiring volume,dropdown,TRUE,FALSE,Hiring Scale,1-5 per month,-,6-15 per month,-,16-30 per month,-,31-50 per month,-,50+ per month,-,,
Config,hiring_pattern,Typical hiring pattern,dropdown,TRUE,FALSE,Planning Baseline,Mostly planned (>70%),-,Mixed (40-70%),-,Mostly reactive (<40%),-,,,,,,
Config,ta_function,Is there a dedicated TA function?,dropdown,TRUE,FALSE,TA Presence,Yes dedicated department,-,Partial,-,No HR handles,-,External only,-,,,,
Config,audit_tier,Desired audit depth,dropdown,TRUE,FALSE,Tier,Lite (~50 questions),-,Standard (~100),-,Premium (~150),-,,,,,,
Block 1,b1_q1,Is hiring formally included in your annual business planning?,dropdown,TRUE,FALSE,Planning Maturity,Yes part of annual plan,3,Partially (high-level),2,No planned reactively,1,No formal planning,0,Not relevant,-1,,size>100 & value=0
Block 1,b1_q2,At what level is hiring aligned with business goals?,dropdown,TRUE,FALSE,Business Integration,Fully aligned,3,Partially aligned,2,Weakly aligned,1,Not aligned,0,Not relevant,-1,,
Block 1,b1_q3,Who owns hiring outcome at business level?,dropdown,TRUE,TRUE,Accountability,CEO/Founder,3,COO/Business Ops,3,Head of HR/TA,2,Shared ownership,1,No clear owner,0,Not relevant,-1,value<=1
Block 1,b1_q4,Is hiring discussed as business responsibility?,dropdown,TRUE,FALSE,Org Framing,Business responsibility,3,Mixed,2,Mostly HR/TA,1,Support function,0,Not relevant,-1,,
Block 1,b1_q5,How often does leadership review hiring reports?,dropdown,TRUE,TRUE,Visibility,Monthly,3,Quarterly,2,Ad-hoc,1,Rarely/Never,0,Not relevant,-1,,CV:B7_Q2
Block 1,b1_q6,What visibility does leadership have into hiring progress?,dropdown,TRUE,FALSE,Risk Awareness,Clear visibility,3,High-level only,2,Limited,1,No visibility,0,Not relevant,-1,,
Block 1,b1_q7,Does business understand money lost to hiring delays?,dropdown,TRUE,FALSE,Financial Literacy,Yes clearly,3,General understanding,2,Suspect but unclear,1,No understanding,0,Not relevant,-1,,CV:B4_Q6
Block 1,b1_q8,Are hiring delays discussed in revenue/delivery context?,dropdown,TRUE,FALSE,Business Link,Regularly,3,Sometimes,2,Rarely,1,Never,0,Not relevant,-1,,
Block 1,b1_q9,Is hiring considered a potential execution bottleneck?,dropdown,TRUE,FALSE,Systems Thinking,Yes actively managed,3,Yes when escalates,2,Occasionally,1,Rarely/Never,0,Not relevant,-1,,CV:B6_backlog
Block 1,b1_q10,When hiring bottlenecks how does leadership react?,dropdown,TRUE,FALSE,Governance Stress,Re-prioritizes,3,Escalates pressure,2,Delegates to HR,1,Reacts ad-hoc,0,Not relevant,-1,,
Block 1,b1_q11,Are there regular meetings to prioritize hiring?,dropdown,TRUE,TRUE,Governance Structure,Yes regular cadence,3,Yes irregularly,2,Only critical,1,No meetings,0,Not relevant,-1,,CV:B3
Block 1,b1_q12,How are hiring priorities typically decided?,dropdown,TRUE,FALSE,Decision Logic,Business impact/strategy,3,Agreed criteria,3,Urgency/pressure,2,Who shouts louder,1,No prioritization,0,Not relevant,-1,value=1
Block 2,b2_q1,Do you have an annual hiring plan approved?,dropdown,TRUE,FALSE,Planning Maturity,Yes approved baselined,3,Approved but reworked,2,Partial (key depts),1,No annual plan,0,Not relevant,-1,,
Block 2,b2_q2,How is hiring demand collected?,dropdown,TRUE,FALSE,Intake Governance,Structured with rules,3,Structured varies by function,2,Ad-hoc chats/emails,1,Mostly escalations,0,Not relevant,-1,,
Block 2,b2_q3,Do you separate planned vs unplanned hiring?,dropdown,TRUE,FALSE,Planning Discipline,Yes consistently tracked,3,Partially tracked,2,No,1,Not sure,0,Not relevant,-1,,
Block 2,b2_q4,How often do you re-forecast hiring plan and capacity?,dropdown,TRUE,FALSE,Forecast Cadence,Monthly,3,Quarterly,2,Ad-hoc,1,Rarely/Never,0,Not relevant,-1,,
Block 2,b2_q5,Do you have defined SLAs for recruitment lifecycle?,dropdown,TRUE,TRUE,SLA Maturity,Yes most steps and roles,3,Yes few steps only,2,No SLAs,1,Not sure,0,Not relevant,-1,,CV:B6_Q5
Block 2,b2_q6,Are SLAs monitored and reported to stakeholders?,dropdown,TRUE,FALSE,SLA Governance,Yes visible to stakeholders,3,Monitored internally,2,Tracked ad-hoc,1,Not monitored,0,Not relevant,-1,,
Block 2,b2_q7,Is recruiter workload formally tracked?,dropdown,TRUE,TRUE,Capacity Visibility,Yes real-time per recruiter,3,Periodically weekly/monthly,2,Informally monitored,1,Not tracked,0,Not relevant,-1,,CV:B1_Q1
Block 2,b2_q8,Do you have capacity benchmarks per recruiter?,dropdown,TRUE,FALSE,Capacity Discipline,Yes documented enforced,3,Defined not enforced,2,Known informally,1,No benchmarks,0,Not relevant,-1,,
Block 2,b2_q9,What is normal active load per recruiter?,dropdown,TRUE,FALSE,Overload Risk,1-8 active roles,3,9-12 roles,2,13-18 roles,1,19+ or not defined,0,Not relevant,-1,,
Block 2,b2_q10,Do you have single source of truth for pipeline?,dropdown,TRUE,TRUE,Data Reliability,Yes ATS clean trusted,3,Partially unreliable,2,Spread across tools,1,Not sure,0,Not relevant,-1,,CV:B6_Q5
Block 2,b2_q11,Are metrics used for decisions not just reporting?,dropdown,TRUE,FALSE,Decision Intelligence,Yes decisions driven,3,Sometimes,2,Rarely,1,No,0,Not relevant,-1,,
Block 2,b2_q12,Do you have defined prioritization framework?,dropdown,TRUE,FALSE,Governance Discipline,Yes documented enforced,3,Exists informally,2,Ad-hoc,1,No prioritization,0,Not relevant,-1,,
Block 3,b3_q1,How are hiring needs typically initiated?,dropdown,TRUE,FALSE,Planning Maturity,Strategic workforce planning,3,Quarterly planning cycles,2,Project-based requests,1,Escalation-driven,0,Not relevant,-1,,
Block 3,b3_q2,Are role requirements clearly defined at kickoff?,dropdown,TRUE,FALSE,Requirement Clarity,Yes detailed and stable,3,Mostly clear some gaps,2,Often unclear/evolving,1,Rarely clear,0,Not relevant,-1,,CV:B2_rework
Block 3,b3_q3,Are hiring kick-off meetings conducted with TA?,dropdown,TRUE,FALSE,Shared Context,Yes always structured,3,Usually happens,2,Sometimes,1,Rarely/Never,0,Not relevant,-1,,
Block 3,b3_q4,How often do you have structured syncs with TA?,dropdown,TRUE,FALSE,Communication Discipline,Weekly,3,Bi-weekly,2,Monthly,1,Ad-hoc/Never,0,Not relevant,-1,,
Block 3,b3_q5,Is interviewer availability formally planned?,dropdown,TRUE,TRUE,Capacity Realism,Yes fixed windows planned,3,Planned but violated,2,Ad-hoc availability,1,No planning,0,Not relevant,-1,,CV:B5_Q2
Block 3,b3_q6,How often are interviews delayed due to unavailability?,dropdown,TRUE,FALSE,Ownership of Delays,Rarely (<10%),3,Sometimes (10-25%),2,Often (25-50%),1,Frequently (>50%),0,Not relevant,-1,,
Block 3,b3_q7,Is there standardized interview evaluation format?,dropdown,TRUE,FALSE,Evaluation Discipline,Yes structured scorecards,3,Exists not consistent,2,Mostly unstructured,1,No standard,0,Not relevant,-1,,
Block 3,b3_q8,How timely is interview feedback provided?,dropdown,TRUE,TRUE,Execution Reliability,Within 24 hours,3,Within 48 hours,2,Often delayed 3-5 days,1,Frequently missing,0,Not relevant,-1,,CV:B6_stuck
Block 3,b3_q9,How would you rate recruiter HR-interview feedback?,dropdown,TRUE,FALSE,Mutual Dependency,Very useful actionable,3,Somewhat useful,2,Limited value,1,Not useful,0,Not relevant,-1,,
Block 3,b3_q10,Who makes final hiring decisions?,dropdown,TRUE,FALSE,Accountability Clarity,Clear authority with escalation,3,Shared with tie-breaker,2,Informal consensus,1,Single veto power,0,Not relevant,-1,,
Block 3,b3_q11,What typically blocks hiring decisions?,dropdown,TRUE,FALSE,Root Cause Awareness,Rarely blocked,3,Compensation constraints,2,Changing requirements,1,Decision paralysis,0,Not relevant,-1,,
Block 3,b3_q12,How are hiring conflicts resolved?,dropdown,TRUE,FALSE,Escalation Logic,Formal path works,3,Exists inconsistent,2,Informal negotiation,1,No escalation path,0,Not relevant,-1,,CV:B1_Q11
Block 4,b4_q1,Is there formally approved annual TA operating budget?,dropdown,TRUE,TRUE,Budget Governance,Yes line-item tracked,3,Yes high-level only,2,Partial major items,1,No formal budget,0,Not relevant,-1,,size>50 & value=0
Block 4,b4_q2,Who owns the TA budget?,dropdown,TRUE,FALSE,Accountability,TA Head accountable,3,HR/CHRO owns,2,Finance owns TA requests,1,Shared/unclear/none,0,Not relevant,-1,,
Block 4,b4_q3,Is TA budget derived from approved hiring plan?,dropdown,TRUE,TRUE,Planning Integration,Yes calculated from plan,3,Partially aligned,2,Set independently,1,No hiring plan,0,Not relevant,-1,,CV:B2_capacity
Block 4,b4_q4,When hiring demand increases how is budget adjusted?,dropdown,TRUE,FALSE,Budget Flexibility,Automatic triggers,3,Formal re-forecast,2,Case-by-case,1,Fixed/TA absorbs,0,Not relevant,-1,,demand_high & value=0
Block 4,b4_q5,Does Finance have visibility into TA cost components?,dropdown,TRUE,FALSE,Financial Transparency,Full itemized reporting,3,High-level only,2,Limited visibility,1,No visibility,0,Not relevant,-1,,
Block 4,b4_q6,Can you calculate cost-per-hire by role type?,dropdown,TRUE,FALSE,Unit Economics,Yes tracked regularly,3,Can calculate not routine,2,Rough estimates,1,Cannot calculate,0,Not relevant,-1,,CV:B1_Q7
Block 4,b4_q7,How often is TA spend reviewed against budget?,dropdown,TRUE,TRUE,Review Discipline,Monthly,3,Quarterly,2,Ad-hoc,1,Never,0,Not relevant,-1,,
Block 4,b4_q8,How are agency/RPO spend governed?,dropdown,TRUE,FALSE,Vendor Governance,Pre-approved monitored,3,Pre-approved no limits,2,Case-by-case,1,No governance,0,Not relevant,-1,,agency_use>20% & value<=1
Block 4,b4_q9,Are hiring cost overruns actively identified?,dropdown,TRUE,FALSE,Cost Leakage,Systematically tracked,3,Only major overruns,2,Noticed not investigated,1,Not tracked,0,Not relevant,-1,,
Block 4,b4_q10,How confident is Finance in TA spend predictability?,dropdown,TRUE,FALSE,CFO Confidence,High confidence,3,Partial confidence,2,Low confidence,1,No confidence,0,Not relevant,-1,,
Block 5,b5_q1,Is there formally defined pool of technical interviewers?,dropdown,TRUE,FALSE,Pool Definition,Yes documented maintained,3,Informal ad-hoc,2,No defined pool,0,Not relevant,-1,,,,
Block 5,b5_q2,Is technical interview capacity planned and scheduled?,dropdown,TRUE,TRUE,Capacity Planning,Planned calendar ownership,3,Partially planned,2,Not planned,0,Not relevant,-1,,,CV:B3_Q5
Block 5,b5_q3,Are interview availability SLAs defined and enforced?,dropdown,TRUE,TRUE,SLA Enforcement,Defined and enforced,3,Defined but violated,2,Not defined,0,Not relevant,-1,,,,CV:B6_escalation
Block 5,b5_q4,Are technical evaluation criteria standardized?,dropdown,TRUE,FALSE,Evaluation Standards,Standardized across roles,3,Partially standardized,2,Individual preference,0,Not relevant,-1,,,,
Block 5,b5_q5,Do interviewers receive formal interview training?,dropdown,TRUE,FALSE,Interviewer Training,Mandatory recurring,3,Optional one-time,2,No training,0,Not relevant,-1,,,,
Block 5,b5_q6,Is technical feedback structured and actionable?,dropdown,TRUE,FALSE,Feedback Quality,Structured with scoring,3,Narrative only,2,Vague/binary,0,Not relevant,-1,,,,
Block 5,b5_q7,Is technical feedback delivered within SLA?,dropdown,TRUE,FALSE,Feedback Timeliness,Consistently on time,3,Often delayed,2,Frequently missing,0,Not relevant,-1,,,,
Block 5,b5_q8,Are interviewers accountable for delays/quality?,dropdown,TRUE,FALSE,Interviewer Accountability,Formal accountability,3,Informal pressure,2,No accountability,0,Not relevant,-1,,,,
Block 6,b6_q1,Do you have documented end-to-end hiring process used?,dropdown,TRUE,FALSE,Process Repeatability,Yes documented enforced,3,Documented inconsistent,2,Partially documented,1,No documented process,0,Not relevant,-1,,value=0
Block 6,b6_q2,Is ownership defined for each hiring stage?,dropdown,TRUE,FALSE,Stage Ownership,All stages + escalation,3,Most stages gaps exist,2,Informal/depends,1,No defined ownership,0,Not relevant,-1,,CV:B1_Q3
Block 6,b6_q3,How are new roles introduced (intake quality)?,dropdown,TRUE,FALSE,Intake Quality,Standard form + kickoff required,3,Standard exists not mandatory,2,Mostly messages inconsistent,1,No standard urgent bypass,0,Not relevant,-1,,
Block 6,b6_q4,How is prioritization managed across business units?,dropdown,TRUE,FALSE,Conflict Resolution,Formal cadence with arbitration,3,Exists often overridden,2,Negotiated ad-hoc,1,Loudest request wins,0,Not relevant,-1,,value=0
Block 6,b6_q5,Where is single source of truth for pipeline status?,dropdown,TRUE,TRUE,Data Reliability,ATS mandatory trusted,3,ATS used parallel trackers,2,Spreadsheets primary,1,No consistent source,0,Not relevant,-1,,CV:B2_Q10
Block 6,b6_q6,How trustworthy is your reporting?,dropdown,TRUE,FALSE,Decision-Grade Visibility,Trusted used for decisions,3,Exists sometimes questioned,2,Exists rarely used,1,Not trusted/available,0,Not relevant,-1,,
Block 6,b6_q7,Do you track stage aging/stalled requisitions?,dropdown,TRUE,FALSE,Bottleneck Detection,Automated alerts + reviews,3,Tracked inconsistent followup,2,Not tracked systematically,1,Only when escalated,0,Not relevant,-1,,CV:B1_Q9
Block 6,b6_q8,Do you use capacity model to plan recruiter workload?,dropdown,TRUE,TRUE,Capacity Planning,Yes used updated regularly,3,Exists rarely used,2,Informal assumptions,1,No capacity thinking,0,Not relevant,-1,,
Block 6,b6_q9,How frequently do roles restart due to poor intake?,dropdown,TRUE,FALSE,Rework Waste,Rare exceptions only,3,Occasional manageable,2,Frequent,1,Constant rework normal,0,Not relevant,-1,,value=0
Block 6,b6_q10,If key recruiter absent 2 weeks what happens?,dropdown,TRUE,FALSE,Key-Person Risk,Coverage plan continues,3,Coverage exists throughput drops,2,Ad-hoc significant stalls,1,Work stops/locked,0,Not relevant,-1,,value=0
Block 7,b7_q1,Does company have standardized TA/hiring reports?,dropdown,TRUE,TRUE,Reporting Maturity,Yes automated real-time,3,Yes automated scheduled,2,Yes manual,1,Partial/No reporting,0,Not relevant,-1,,
Block 7,b7_q2,Are hiring reports used for C-level decisions?,dropdown,TRUE,FALSE,Executive Data Usage,Yes regularly drive decisions,3,Yes major issues only,2,Reports rarely influence,1,No C-level engagement,0,Not relevant,-1,,CV:B1_Q5
Block 7,b7_q3,Is ATS single source of truth for hiring data?,dropdown,TRUE,TRUE,System of Record,Yes mandatory trusted,3,Primary parallel exists,2,One of several unclear,1,Spreadsheets primary/no ATS,0,Not relevant,-1,,CV:B6_Q5
Block 7,b7_q4,Is there defined ownership for ATS data quality?,dropdown,TRUE,FALSE,Data Ownership,Yes dedicated owner,3,Yes part-time,2,Informal recruiters responsible,1,No ownership,0,Not relevant,-1,,
Block 7,b7_q5,Is AI or automation used in hiring process?,dropdown,TRUE,FALSE,AI Adoption,Yes strategically across stages,3,Yes operationally specific areas,2,Experimenting/piloting,1,No AI in use,0,Not sure what's used,-1,,value=-1 → Shadow AI
Block 7,b7_q6,Is there complete inventory of AI tools used?,dropdown,TRUE,FALSE,AI Visibility,Yes documented maintained,3,Partial inventory,2,No formal inventory,1,Not sure what AI used,0,N/A,-1,,value=0 → Shadow AI Risk
Block 7,b7_q7,Is there formal AI governance policy for hiring?,dropdown,TRUE,FALSE,AI Governance,Yes comprehensive enforced,3,Yes basic guidelines,2,Informal understanding,1,No policy exists,0,N/A,-1,,AI_used & value=0
Block 7,b7_q8,Is human oversight required for AI decisions?,dropdown,TRUE,FALSE,Human-in-Loop,Yes always (AI recommends humans decide),3,Yes final decisions only,2,Sometimes,1,No AI automated,0,N/A,-1,,value=0 → Autonomous AI
Block 7,b7_q9,Are GDPR/data protection requirements understood?,dropdown,TRUE,FALSE,Compliance Awareness,Fully understood documented,3,Generally understood,2,Partial understanding,1,Limited/no understanding,0,N/A,-1,,
Block 7,b7_q10,Is there data retention policy for candidate data?,dropdown,TRUE,FALSE,Data Retention,Yes documented automated,3,Yes documented manual,2,Informal understanding,1,No retention policy,0,N/A,-1,,GDPR & value=0
